需求,key,备注,中文（zh）,英语（en）,阿语（ar）,Turkish,,,,,,,,,,,,,,,,
,chatgrow_v2300_7,,30min内推荐给异性的次数,Recommendations to male users in 30 min,التوصيات للمستخدمين الذكور خلال 30 دقيقة,30 dakika içinde erkek kullanıcılara önerilme,,,,,,,,,,,,,,,,
,chatgrow_v2300_8,,1天内推荐给异性的次数,Recommendations to male users in 1 day,التوصيات للمستخدمين الذكور خلال يوم واحد,1 gün içinde erkek kullanıcılara önerilme,,,,,,,,,,,,,,,,
,chatgrow_v2300_9,,30min内免费打招呼的次数,Free greetings in 30 min,التحيات المجانية خلال 30 دقيقة,30 dakika içinde ücretsiz selam,,,,,,,,,,,,,,,,
,chatgrow_v2300_10,,1天内免费打招呼的次数,Free greetings in 1 day,التحيات المجانية خلال يوم واحد,1 gün içinde ücretsiz selam,,,,,,,,,,,,,,,,
,chatgrow_v2300_11,,如何提升实时分？,How to improve your Real-Time Rating?,كيفية تحسين تقييمك اللحظي,Gerçek Zamanlı Oranını nasıl geliştirirsin?,,,,,,,,,,,,,,,,
,chatgrow_v2300_12,,实时分由5个部分组成：聊天深度、及时回复、主动建联、在线时长、个人资料。,"The Real-Time Rating is based on 5 components: Chat Depth, Response Speed, Active Engagement, Online Time, and Personal Profile.",يعتمد التقييم اللحظي على 5 عناصر: عمق الدردشة، وسرعة الاستجابة، والتفاعل النشط، ووقت البقاء على الإنترنت، وملف التعريف الشخصي.,"Gerçek Zamanlı Oran 5 unsura bağlıdır: Sohbet Derinliği, Cevaplama Hızı, Aktif İletişim, Online Geçirilen Zaman ve Kişisel Profil.",,,,,,,,,,,,,,,,
,chatgrow_v2300_13,,你可以返回到聊天成长页面，滑动到「提升实时分」的部分，查看并提升你在每个部分的分数，每个部分的分数会实时更新，将决定你下一个半小时的整体实时分。,"You can return to the Chat Growth page and scroll to the ""Improve Real-Time Rating"" section to view and improve your score for each component. Each component's score updates in real time and will determine your overall rating for the next 30 minutes.","يمكنك العودة إلى صفحة نمو الدردشة والتمرير إلى قسم ""تحسين التقييم اللحظي"" للاطلاع على درجتك في كل عنصر والعمل على تحسينها. يتم تحديث درجة كل عنصر في الوقت الفعلي وستحدد تقييمك الإجمالي خلال الثلاثين دقيقة القادمة.","Sohbet Gelişimi sayfasına dönüp aşağıdaki ""Gerçek Zamanlı Oranı Geliştir"" kısmına gelerek her bir unsurdaki puanına bakabilir, onları geliştirebilirsin. Her bir unsurun puanı gerçek zamanlı olarak güncellenir ve sonraki 30 dakika için genel oranını belirler.",,,,,,,,,,,,,,,,
,chatgrow_v2300_14,,30min内%AA次,%AA times in 30 min,%AA‎ من المرات خلال 30 دقيقة,30 dakikada %AA kez,,,,,,,,,,,,,,,,
,chatgrow_v2300_15,,主动打招呼给异性,Proactively greet male users,بادر بتحية المستخدمين الذكور,Erkek kullanıcılara ilk mesajı at,,,,,,,,,,,,,,,,
,chatgrow_v2300_16,,提升建议,Improvement Tips,نصائح للتحسين,Geliştirme İpuçları,,,,,,,,,,,,,,,,
,chatgrow_v2300_17,,配置打招呼文案,Configure Greetings,إعداد التحيات,Selamlamaları Ayarla,,,,,,,,,,,,,,,,
,chatgrow_v2300_18,,去完成,Go,الانتقال,Git,,,,,,,,,,,,,,,,
,chatgrow_v2300_19,,我的实时分：%AA（%BB）,My Real-Time Rating: %AA (%BB),تقييمي اللحظي: ‎%AA‎ (‎%BB‎),Gerçek Zamanlı Oranım: %AA (%BB),,,,,,,,,,,,,,,,
,chatgrow_v2300_20,,%AA 当前等级%BB，有较大提升空间！,%AA Current Rank: %BB. There's plenty of room for improvement!,%AA التصنيف الحالي: %BB. لا يزال هناك مجال كبير للتحسين!,%AA Mevcut Oran: %BB. Hâlâ çok gelişebilirsin!,,,,,,,,,,,,,,,,
,chatgrow_v2300_21,,“免费打招呼”权益当前时段剩余%AA次，快去使用吧。,You have %AA Free Greetings left for the current period. Go use them!,يتبقى لديك %AA من التحيات المجانية لهذه الفترة. استخدمها الآن!,Mevcut dönem için %AA Ücretsiz Selamın kaldı. Hadi kullan!,,,,,,,,,,,,,,,,
,chatgrow_v2300_22,,30min内自动打招呼的次数,Number of auto greetings within 30 minutes,عدد التحيات التلقائية خلال 30 دقيقة,30 dakika içinde otomatik selamlama sayısı,,,,,,,,,,,,,,,,
,chatgrow_v2300_23,,1天内自动打招呼的次数,Number of auto greetings per day,عدد التحيات التلقائية في اليوم,Günde otomatik selamlama sayısı,,,,,,,,,,,,,,,,
,chatgrow_v2300_24,,实时分对应的等级,Real-time score level,مستوى النقاط في الوقت الفعلي,Gerçek zamanlı puan seviyesi,,,,,,,,,,,,,,,,
,chatgrow_v2300_25,,30分内,within 30 minutes,خلال 30 دقيقة,30 dakika içinde,,,,,,,,,,,,,,,,
,chatgrow_v2300_26,已使用： 4/20,已使用：%AA/%BB,Used: %AA/%BB,المستخدم: ‎%AA‎/‎%BB‎,Kullanılan: %AA/%BB,,,,,,,,,,,,,,,,
已有翻译,,,,,,,,,,,,,,,,,,,,,,
P0【H5】提现方式新增-希琳 ,withdraw_v2300_1,填写提示,请输入以 TR 开头后跟 24 位数字的国际银行帐号,Please enter an international bank account number starting with TR followed by 24 digits,يرجى إدخال رقم الحساب البنكي الدولي الذي يبدأ بـ TR ويتبعه 24 رقمًا,Lütfen TR ile başlayan ve 24 rakamdan oluşan uluslararası bir banka hesap numarası giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_2,不填就点Save,IBAN不能为空,IBAN cannot be empty,لا يمكن أن يكون رقم IBAN فارغًا,IBAN alanı boş bırakılamaz,,,,,,,,,,,,,,,,
,withdraw_v2300_3,错填提示,请输入正确的IBAN,Please enter the correct IBAN,يرجى إدخال رقم IBAN صحيح,lütfen doğru IBAN numarasını giriniz,,,,,,,,,,,,,,,,
,withdraw_v2300_4,输入框默认文本,例如：TRXX XXXX XXXX XXXX XXXX XXXX XX,E.g. TRXX XXXX XXXX XXXX XXXX XXXX XX,على سبيل المثال: TRXX XXXX XXXX XXXX XXXX XXXX XX,Örnek: TRXX XXXX XXXX XXXX XXXX XXXX XX,,,,,,,,,,,,,,,,
,withdraw_v2300_5,填写提示,请用英语输入收款人名字,Please enter the beneficiary's first name in English.,يرجى إدخال اسم المستفيد باللغة الإنجليزية,Lütfen yararlanıcının adını İngilizce olarak giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_6,不填就点Save,收款人名不能为空,First name  cannot be empty,لا يمكن أن يكون اسم المستفيد فارغًا,Adı boş olamaz,,,,,,,,,,,,,,,,
,withdraw_v2300_7,错填提示,请输入正确的收款人名,Please enter the correct first name,يرجى إدخال اسم مستفيد صحيح,Lütfen doğru adı girin,,,,,,,,,,,,,,,,
,withdraw_v2300_8,输入框默认文本,例如：Fatma ,E.g. Fatma ,على سبيل المثال: Fatma,Örnek: Fatma,,,,,,,,,,,,,,,,
,withdraw_v2300_9,填写提示,请用英语输入收款人姓氏,Please enter the beneficiary's last name in English..,يرجى إدخال اسم عائلة المستفيد باللغة الإنجليزية,Lütfen yararlanıcının soyadını İngilizce olarak giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_10,不填就点Save,收款人姓氏不能为空,Last name cannot be empty,لا يمكن أن يكون اسم عائلة المستفيد فارغًا,Soyadı boş olamaz,,,,,,,,,,,,,,,,
,withdraw_v2300_11,错填提示,请输入正确的收款人姓氏,Please enter the correct last name,يرجى إدخال اسم عائلة المستفيد بشكل صحيح,Lütfen doğru soyadı girin,,,,,,,,,,,,,,,,
,withdraw_v2300_12,输入框默认文本,例如： Demir,E.g.  Demir,على سبيل المثال: Demir,Örnek: Demir,,,,,,,,,,,,,,,,
,withdraw_v2300_13,不填就点Save,生日不能为空,Date of birth cannot be empty.,لا يمكن أن يكون تاريخ الميلاد فارغًا,Doğum tarihi boş bırakılamaz.,,,,,,,,,,,,,,,,
,withdraw_v2300_14,输入框默认文本,请选择你的生日,Select the date of birth,يرجى اختيار تاريخ ميلادك,Lütfen doğum tarihini seçin.,,,,,,,,,,,,,,,,
,withdraw_v2300_15,错误提示,请确保年龄在18岁及以上,Make sure you are 18 years old or above.,يرجى التأكد من أن العمر 18 سنة أو أكثر,18 yaşında veya daha büyük olduğunuzdan emin olun.,,,,,,,,,,,,,,,,
,withdraw_v2300_16,不填就点Save,街道 不能为空,Street address cannot be empty,لا يمكن أن يكون اسم الشارع فارغًا,Sokak adresi boş bırakılamaz.,,,,,,,,,,,,,,,,
,withdraw_v2300_17,错填提示,请输入正确的街道 ,Please enter the correct street address,يرجى إدخال اسم شارع صحيح,Lütfen doğru sokak adresini giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_18,输入框默认文本,例如：Bozkurt Mahallesi Kurtulus Caddesi No 88,E.g. Bozkurt Mahallesi Kurtulus Caddesi No 88,على سبيل المثال: Bozkurt Mahallesi Kurtulus Caddesi No 88,Örnek: Bozkurt Mahallesi Kurtuluş Caddesi No 88Şehir,,,,,,,,,,,,,,,,
,withdraw_v2300_19,不填就点Save,城市不能为空,City name cannot be empty,لا يمكن أن تكون المدينة فارغة,Şehir adı boş bırakılamaz.,,,,,,,,,,,,,,,,
,withdraw_v2300_20,错填提示,请输入正确的城市,Please enter the correct city name,يرجى إدخال اسم مدينة صحيح,Lütfen doğru şehir adını giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_21,输入框默认文本,例如：Istanbul,E.g. Istanbul,على سبيل المثال: Istanbul,Örnek: İstanbul,,,,,,,,,,,,,,,,
,withdraw_v2300_22,,,,,,,,,,,,,,,,,,,,,
,withdraw_v2300_23,不填就点Save,省份不能为空,Province cannot be empty,لا يمكن أن تكون المحافظة فارغة,İl/İlçe alanı boş bırakılamaz.,,,,,,,,,,,,,,,,
,withdraw_v2300_24,输入框默认文本,请选择省份,Please select the province,يرجى اختيار المحافظة,Lütfen il/ilçe seçiniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_25,填写提示,请输入5位数字,Post code should be five digits,يرجى إدخال رمز بريدي مكون من 5 أرقام,Posta kodu 5 haneli olmalıdır.,,,,,,,,,,,,,,,,
,withdraw_v2300_26,不填就点Save,邮政编码不能为空,Post code cannot be empty,لا يمكن أن يكون الرمز البريدي فارغًا,Posta kodu boş bırakılamaz.,,,,,,,,,,,,,,,,
,withdraw_v2300_27,错填提示,请输入正确的邮政编码,Please enter the correct post code,يرجى إدخال رمز بريدي صحيح,Lütfen doğru posta kodunu giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_28,输入框默认文本,例如：12345,E.g. 12345,على سبيل المثال: 12345,Örnek: 12345,,,,,,,,,,,,,,,,
,withdraw_v2300_29,必填项未填toast,填写内容未完成，请检查填写项；,"The content is not completed, please check the fields",لم يتم إكمال جميع الحقول، يرجى التحقق من المعلومات المدخلة,"Eksik bilgiler var, lütfen alanları kontrol ediniz.",,,,,,,,,,,,,,,,
,withdraw_v2300_30,title,提现信息填写,Fill in the withdrawal information,معلومات السحب النقدي,çekim bilgilerini doldurun,,,,,,,,,,,,,,,,
,withdraw_v2300_31,toast,成功,success,نجاح,başarılı,,,,,,,,,,,,,,,,
,withdraw_v2300_32,绑定页面翻译,绑定,Bind,ربط,bağlama,,,,,,,,,,,,,,,,
,withdraw_v2300_33,Bank Transfer,Bank Transfer,Bank Transfer,التحويل البنكي,banka havalesi,,,,,,,,,,,,,,,,
,withdraw_v2300_34,弹窗信息,"为优化提现到账情况，AWX渠道信息有更新,请前往填写","To optimize the withdrawal situation, the AWX channel information has been updated. Please go to fill in.",لتحسين سرعة وصول السحب النقدي، تم تحديث معلومات قناة AWX، يرجى ملؤها,Çekilme durumunu optimize etmek için AWX kanal bilgisi güncellendi. Lütfen doldurmak için gidin.,,,,,,,,,,,,,,,,
,withdraw_v2300_35,,去填写,To fill out,ملء البيانات,Doldurmak için,,,,,,,,,,,,,,,,
,withdraw_v2300_36,IBAN,IBAN,IBAN,IBAN,IBAN,,,,,,,,,,,,,,,,
,withdraw_v2300_37,填写提示,请输入以 TR 开头后跟 24 位数字的国际银行帐号,Please enter an international bank account number starting with TR followed by 24 digits,يرجى إدخال رقم الحساب البنكي الدولي الذي يبدأ بـ TR ويتبعه 24 رقمًا,"Lütfen uluslararası geçerli olan, TR ile başlayan, 24 haneli olan banka hesap numaranızı (IBAN) giriniz.",,,,,,,,,,,,,,,,
,withdraw_v2300_38,不填提示,IBAN不能为空,IBAN cannot be empty,لا يمكن أن يكون رقم IBAN فارغًا,Iban boş olamaz,,,,,,,,,,,,,,,,
,withdraw_v2300_39,错填提示,请输入正确的IBAN,Please enter the correct IBAN,يرجى إدخال رقم IBAN صحيح,Lütfen IBAN'ı doğru şekilde giriniz,,,,,,,,,,,,,,,,
,withdraw_v2300_40,输入框默认文本,例如：TRXX XXXX XXXX XXXX XXXX XXXX XX,E.g. TRXX XXXX XXXX XXXX XXXX XXXX XX,على سبيل المثال: TRXX XXXX XXXX XXXX XXXX XXXX XX,Örn: TRXX XXXX XXXX XXXX XXXX XXXX XX,,,,,,,,,,,,,,,,
,withdraw_v2300_41,银行账户名,银行账户名,Account Name,اسم صاحب الحساب البنكي,Hesap İsmi,,,,,,,,,,,,,,,,
,withdraw_v2300_42,填写提示,请输入完整的姓名：firstName+lastName ，中间用空格隔开,"Please enter your full name including first and last name, with a space between them.",يرجى إدخال الاسم الكامل: الاسم الأول + اسم العائلة، مع ترك مسافة بينهما,Lütfen tam adınızı giriniz，soyadınızı ve soyadınızı aralarına boşluk bırakarak tam adınızı giriniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_43,不填提示,银行账户名不能为空,Account name cannot be empty,لا يمكن أن يكون اسم صاحب الحساب البنكي فارغًا,Hesap ismi boş olamaz.,,,,,,,,,,,,,,,,
,withdraw_v2300_44,错填提示,请输入正确的银行账户名,Please enter the correct account name,يرجى إدخال اسم صاحب الحساب البنكي بشكل صحيح,Lütfen hesap isminizi kontrol ediniz.,,,,,,,,,,,,,,,,
,withdraw_v2300_45,输入框默认文本,例如：Antonio Maldonado Evangelista,E.g. Antonio Maldonado Evangelista,على سبيل المثال: Antonio Maldonado Evangelista,Örn: Antonio Maldonado Evangelista,,,,,,,,,,,,,,,,
,withdraw_v2300_46,提交,提交,Submit,إرسال,Gönder,,,,,,,,,,,,,,,,
,withdraw_v2300_47,必填项未填toast,填写内容未完成，请检查填写项,"The content is not completed, please check the fields",لم يتم إكمال جميع الحقول، يرجى التحقق من المعلومات المدخلة,"İçerik tamamlanmadı, lütfen içeriği kontrol edin.",,,,,,,,,,,,,,,,
,withdraw_v2300_48,title,提现信息填写,Fill in the withdrawal information,ملء معلومات السحب النقدي,çekim bilgilerini doldurun,,,,,,,,,,,,,,,,
,withdraw_v2300_49,toast,成功,success,نجاح,başarılı,,,,,,,,,,,,,,,,
,withdraw_v2300_50,,收款人名,First Name,الاسم الأول,Adı,,,,,,,,,,,,,,,,
,withdraw_v2300_51,,收款人姓氏,Last Name,اسم العائلة,Soyadı,,,,,,,,,,,,,,,,
,withdraw_v2300_52,,生日,Date Of Birth,تاريخ الميلاد,Doğum Tarihi,,,,,,,,,,,,,,,,
,withdraw_v2300_53,,街道 ,Street,شارع,Sokak adresi,,,,,,,,,,,,,,,,
,withdraw_v2300_54,,城市,City,مدينة,Şehir,,,,,,,,,,,,,,,,
,withdraw_v2300_55,,省份,Province,محافظة,il/ilçe,,,,,,,,,,,,,,,,
,withdraw_v2300_56,,邮政编码,Post Code,الرمز البريدي,Posta kodu,,,,,,,,,,,,,,,,
,withdraw_v2300_57,,提交,Submit,إرسال,Gönder,,,,,,,,,,,,,,,,
,withdraw_v2300_58,,提现信息填写,Fill in the withdrawal information,معلومات السحب النقدي,çekim bilgilerini doldurun,,,,,,,,,,,,,,,,
,withdraw_v2300_59,,成功,success,نجاح,başarılı,,,,,,,,,,,,,,,,
,withdraw_v2300_60,,绑定,Bind,ربط,bağlama,,,,,,,,,,,,,,,,
,withdraw_v2300_61,,Bank Transfer,Bank Transfer,التحويل البنكي,banka havalesi,,,,,,,,,,,,,,,,
P1【H5+客户端】幸运礼物玩法更新-阳光 ,luckygift_v2300_1,,100倍超级大奖,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_2,,500倍超级大奖,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_3,,1000倍超级大奖,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_4,,钥匙,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_5,,金蛋,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_6,,火箭,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_7,,眼镜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_8,,手链,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_9,,面具,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_10,,四叶草,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_11,,8000,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_12,,50000,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_13,,20000,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_14,,10000,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_15,,500,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_16,,3500,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_17,,5000,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_18,,good lucky,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_19,,very lucky,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_20,,super rlucky,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_21,,1000倍超级大奖,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_22,,实时开奖,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_23,,恭喜XXXXX送XX获得了,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_24,,规则,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_25,,1、送出幸运礼物后，有概率触发最高1000倍的暴击，触发暴击的用户可实时获得对应倍数的金币奖励。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_26,,2、批量送出的礼物越多，中大奖的机会越高。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_27,,3、每次送出1个幸运礼物，收到礼物的主播可获得一定数量的钻石。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_28,,4、奖励将直接发放到玩家账户。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_29,,5、每周榜单更新时间为每周六24:00（UTC+3),,,,,,,,,,,,,,,,,,,
,luckygift_v2300_30,,6、每日/周获取金币最高十位用户可以登上欧皇榜（日榜/周榜），每日/周参与玩法消费最高的用户可登上土豪榜（日榜/周榜）,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_31,,7、幸运礼物奖励仅限在SoulStar平台上使用，不得用于任何形式的盈利活动,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_32,,8、SoulStar保留最终解释权,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_33,,榜单,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_34,,欧皇榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_35,,土豪榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_36,,日榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_37,,周榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_38,,昨日TOP3,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_39,,上周TOP3,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_40,,未上榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_41,,距离上一名差XXXX,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_42,,距离上榜差XXXX,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_43,,暂无数据,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_44,,榜单说明,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_45,,1、榜单统计说明,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_46,,日榜：统计每天0点-每天24点的数据,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_47,,周榜：统计每周天0:00-每周六24:00的数据（UTC+3),,,,,,,,,,,,,,,,,,,
,luckygift_v2300_48,,2、榜单奖励,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_49,,欧皇榜/土豪榜的日榜前3名和周榜前10名可获得奖励，奖励为自动发放,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_50,,日榜奖励,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_51,,排名,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_52,,欧皇榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_53,,土豪榜,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_54,,周榜奖励,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_55,,TOP1-3,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_56,,TOP4-10,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_57,,SoulStar保留最终解释权,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_58,,别让对手超过你！,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_59,,你已经很厉害了！但还能冲进前3名！再努把力，超越前面的人，就能获得欧皇日榜奖励！别犹豫，现在就是冲刺的最佳时机！,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_60,,你已经很厉害了！但还能冲进前10名！再努把力，超越前面的人，就能获得欧皇周榜奖励！别犹豫，现在就是冲刺的最佳时机！,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_61,,你已经很厉害了！但还能冲进前3名！再努把力，超越前面的人，就能获得土豪日榜奖励！别犹豫，现在就是冲刺的最佳时机！,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_62,,你已经很厉害了！但还能冲进前10名！再努把力，超越前面的人，就能获得土豪周榜奖励！别犹豫，现在就是冲刺的最佳时机！,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_63,,查看活动,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_64,,【幸运玩法】中奖通知,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_65,,恭喜你在幸运玩法中成为欧皇日榜的第1-3名，获得欧皇头像框1天和欧皇勋章1天 ，可以前往背包查看。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_66,,恭喜你在幸运玩法中成为日榜土豪日榜的第1-3名，获得土豪头像框1天和土豪勋章1天 ，可以前往背包查看。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_67,,恭喜你在幸运玩法中成为欧皇周榜的第1-3名，获得欧皇头像框7天和欧皇勋章7天 ，可以前往背包查看。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_68,,恭喜你在幸运玩法中成为欧皇周榜的第4-10名，获得欧皇头像框3天和欧皇勋章3天，可以前往背包查看。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_69,,恭喜你在幸运玩法中成为土豪周榜的第1-3名，获得土豪头像框7天和土豪勋章7天 ，可以前往背包查看。,,,,,,,,,,,,,,,,,,,
,luckygift_v2300_70,,恭喜你在幸运玩法中成为土豪周榜的第4-10名，获得土豪头像框3天和土豪勋章3天  ，可以前往背包查看。,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,rechargeagency_v2300_9,,币价图片，消息文案,,,,,,,,,,,,,,,,,,,
,epay_v2300_1,,"请注意： 

","Please note:

",يرجى الملاحظة:,"Lütfen dikkat:

",@希琳,,,,,,,,,,,,,,,
,epay_v2300_2,,1. 填写的邮箱必须已经成功注册Epay帐户， 如果还没有注册， 您可以下载Epay APP注册成功后再填写。,"1. The email address you enter must have been successfully registered for an Epay account. If you haven't, you can download the Epay app and register successfully before filling in the form.",1. يجب أن يكون البريد الإلكتروني الذي تم إدخاله مسجلاً بالفعل في حساب Epay. إذا لم تقم بالتسجيل بعد، يمكنك تنزيل تطبيق Epay والتسجيل بنجاح قبل تعبئته.,"1. Girdiğiniz e-posta adresinin başarılı bir şekilde Epay hesabına kayıtlı olması gerekmektedir. Eğer kayıtlı değilse, Epay uygulamasını indirip başarıyla kayıt olduktan sonra formu doldurabilirsiniz.",,,,,,,,,,,,,,,,
,epay_v2300_3,,2. 填写错误的或者没有成功注册Epay帐户的邮箱将会导致薪资发放失败。,2. Entering an incorrect email address or one that hasn't been successfully registered for an Epay account will result in salary payment failure.,2. إدخال بريد إلكتروني خاطئ أو لم يتم تسجيله بنجاح في حساب Epay سيؤدي إلى فشل صرف الرواتب.,"2. Yanlış bir e-posta adresi girmeniz veya başarıyla kayıtlı olmayan bir Epay hesabına ait e-posta adresi kullanmanız, maaş ödemesinin başarısız olmasına neden olacaktır.",,,,,,,,,,,,,,,,
,guide_reply_v2300_11,,与%AA聊天10轮,Chat 10 rounds with %AA,دردش 10 جولات مع %AA,%AA ile 10 tur sohbet et,,,,,,,,,,,,,,,,
,guide_reply_v2300_12,,聊天10轮（%AA/10）,Chat 10 rounds (%AA/10),دردش 10 جولات (%AA/10),10 tur sohbet (%AA/10),,,,,,,,,,,,,,,,
,guide_reply_v2300_13,,聊天10轮,Chat 10 rounds,دردش 10 جولات,10 tur sohbet,,,,,,,,,,,,,,,,